# 1:iteration	2:time	3:qlm_time[0]	4:qlm_equatorial_circumference[0]	5:qlm_polar_circumference_0[0]	6:qlm_polar_circumference_pi_2[0]	7:qlm_area[0]	8:qlm_irreducible_mass[0]	9:qlm_radius[0]	10:qlm_spin_guess[0]	11:qlm_mass_guess[0]	12:qlm_killing_eigenvalue_re[0]	13:qlm_killing_eigenvalue_im[0]	14:qlm_spin[0]	15:qlm_npspin[0]	16:qlm_wsspin[0]	17:qlm_cvspin[0]	18:qlm_coordspinx[0]	19:qlm_coordspiny[0]	20:qlm_coordspinz[0]	21:qlm_mass[0]	22:qlm_adm_energy[0]	23:qlm_adm_momentum_x[0]	24:qlm_adm_momentum_y[0]	25:qlm_adm_momentum_z[0]	26:qlm_adm_angular_momentum_x[0]	27:qlm_adm_angular_momentum_y[0]	28:qlm_adm_angular_momentum_z[0]	29:qlm_w_energy[0]	30:qlm_w_momentum_x[0]	31:qlm_w_momentum_y[0]	32:qlm_w_momentum_z[0]	33:qlm_w_angular_momentum_x[0]	34:qlm_w_angular_momentum_y[0]	35:qlm_w_angular_momentum_z[0]
0	0.0000000000000000e+00	0.0000000000000000e+00	6.2858740943073865e+00	6.2801780605918358e+00	6.2854424117853913e+00	1.2571984524927752e+01	5.0011167273133428e-01	1.0002233454626686e+00	1.0117962971928884e-02	5.0021396688115571e-01	9.9999943628352506e-01	0.0000000000000000e+00	-1.5596591723134394e-07	1.8675275555534523e-02	1.2520345568455078e-03	0.0000000000000000e+00	-5.0041279167991533e-19	-1.5173582326603924e-19	4.1484093646077912e-09	5.0011167273135859e-01	-9.2008379647880147e+00	3.9699051305491191e-08	6.1551427668054080e-03	5.7933620792652048e-19	-6.0944351427191931e-19	-2.2635913267799360e-18	2.4621836010946870e-02	1.8558139468902731e+01	2.9218561914428223e-08	1.1400178511852224e-01	3.0126579653671310e-18	-8.7106750713264111e-19	-1.3251936338911936e-17	4.5600694811406284e-01
